qid,official_en,alias,type,lat,lon,wikidata_url
Q12585920,Korea Research Institute For Human Settlements,KRIHS,research institute,36.491777098,127.300560171,http://www.wikidata.org/entity/Q12585920
Q12585981,Gunsan Vessel Traffic Service Center,Gunsan VTS,vessel traffic service,35.970222,126.551867,http://www.wikidata.org/entity/Q12585981
Q11548329,Suwon Nambu Police Station,Nambu Police Station,police station,37.272159,127.054428,http://www.wikidata.org/entity/Q11548329
Q11548329,Suwon Nambu Police Station,Southern Suwon Police Station,police station,37.272159,127.054428,http://www.wikidata.org/entity/Q11548329
Q11548355,Suwon Seobu Police Station,Seobu Police Station,police station,37.258757,126.97227,http://www.wikidata.org/entity/Q11548355
Q11548355,Suwon Seobu Police Station,Western Suwon Police Station,police station,37.258757,126.97227,http://www.wikidata.org/entity/Q11548355
Q11550720,Gangwon Fire Headquarters,Gangwon Fire Department,fire department,37.885569444,127.730188888,http://www.wikidata.org/entity/Q11550720
Q11550720,Gangwon Fire Headquarters,Gangwon-do Fire Department,fire department,37.885569444,127.730188888,http://www.wikidata.org/entity/Q11550720
Q11558381,Pohang Nambu Police Station,Southern Pohang Police Station,police station,36.007392,129.3471562,http://www.wikidata.org/entity/Q11558381
Q11558382,Pohang Bukbu Police Station,Northern Pohang Police Station,police station,36.007392,129.3471562,http://www.wikidata.org/entity/Q11558382
Q11558548,Buseoksa,Buseok-sa,Buddhist temple,36.937721,126.446726,http://www.wikidata.org/entity/Q11558548
Q11560619,Cheongju Cheongwon Police Station,Cheongwon Police Station,police station,36.651101,127.4856639,http://www.wikidata.org/entity/Q11560619
Q11560621,Cheongju Sangdang Police Station,Sangdang Police Station,police station,36.6094937,127.5325366,http://www.wikidata.org/entity/Q11560621
Q11560623,Cheongju Heungdeok Police Station,Heungdeok Police Station,police station,36.656399,127.455,http://www.wikidata.org/entity/Q11560623
Q11561491,Jeju Fire Safety Headquarters,Jeju Fire Department,fire department,33.490552777,126.499022222,http://www.wikidata.org/entity/Q11561491
Q11581145,Bundang Police Station,Seongnam Bundang Police Station,police station,37.365321,127.10549,http://www.wikidata.org/entity/Q11581145
Q11599303,Jukjeon rest area,Jukjeon service area,rest area,37.332596803,127.104738977,http://www.wikidata.org/entity/Q11599303
Q11620055,Osan Police Station,Dongbu Police Station,police station,37.153776,127.082243,http://www.wikidata.org/entity/Q11620055
Q11620055,Osan Police Station,Eastern Hwaseong Police Station,police station,37.153776,127.082243,http://www.wikidata.org/entity/Q11620055
Q11621795,Ulsan Jungbu Police Station,Jungbu Police Station,police station,35.5694634,129.3493284,http://www.wikidata.org/entity/Q11621795
Q11621795,Ulsan Jungbu Police Station,Ulsan Central Police Station,police station,35.5694634,129.3493284,http://www.wikidata.org/entity/Q11621795
Q11621796,Ulsan Nambu Police Station,Nambu Police Station,police station,35.5356851,129.3102563,http://www.wikidata.org/entity/Q11621796
Q11621796,Ulsan Nambu Police Station,Ulsan Southern Police Station,police station,35.5356851,129.3102563,http://www.wikidata.org/entity/Q11621796
Q11621799,Ulsan Dongbu Police Station,Dongbu Police Station,police station,35.5085487,129.4289032,http://www.wikidata.org/entity/Q11621799
Q11621799,Ulsan Dongbu Police Station,Ulsan Eastern Police Station,police station,35.5085487,129.4289032,http://www.wikidata.org/entity/Q11621799
Q11621802,Ulsan Ulju Police Station,Ulju Police Station,police station,35.56936,129.242912,http://www.wikidata.org/entity/Q11621802
Q11647582,Gimhae Dongbu Fire Station,Eastern Gimhae Fire Station,fire station,35.228594444,128.901413888,http://www.wikidata.org/entity/Q11647582
Q11648082,Busan Yeongdo Police Station,Yeongdo Police Station,police station,35.093894,129.036594,http://www.wikidata.org/entity/Q11648082
Q11648085,Busan Japanese School,Pusan Japanese School,nihonjin gakkō,35.15669,129.12199,http://www.wikidata.org/entity/Q11648085
Q11648087,Busan Metropolitan City Fire Safety Headquarters,Busan Fire Department,fire station,35.183852777,129.105927777,http://www.wikidata.org/entity/Q11648087
Q7674728,Taeduk Radio Astronomy Observatory,TRAO,astronomical observatory,36.397586111,127.375208333,http://www.wikidata.org/entity/Q7674728
Q7674740,Taegu Foreign Language High School,Daegu Foreign Language High School,foreign-language high school,35.860277777,128.498055555,http://www.wikidata.org/entity/Q7674740
Q7674740,Taegu Foreign Language High School,TFLHS,foreign-language high school,35.860277777,128.498055555,http://www.wikidata.org/entity/Q7674740
Q7712137,The Abraham Park Kenneth Vine Collection,The Abraham Park Kenneth Vine Collection {{Infobox Korean name|child=yes |hangul        = 평강성서유물박물관 |hanja         = |rr            = Pyeonggang Seongseo Bakmulgwan |mr            = Pyongkang Songso Pakmulkwan }},museum,37.492,126.844,http://www.wikidata.org/entity/Q7712137
Q7739606,"The High Moor, Yongneup of Mt. Daeam",Yongneup of Mount Daeam,wetland,38.215555555,128.123888888,http://www.wikidata.org/entity/Q7739606
Q7784991,Third Tunnel of Aggression,Paju tunnel,tunnel of aggression,37.9164,126.699,http://www.wikidata.org/entity/Q7784991
Q7784991,Third Tunnel of Aggression,Third Infiltration Tunnel,tunnel of aggression,37.9164,126.699,http://www.wikidata.org/entity/Q7784991
Q7828041,Total Museum,Muija Total Museum,art museum,37.612,126.976,http://www.wikidata.org/entity/Q7828041
Q7850455,Ttangkkeut,Tomal,,34.29233,126.52486,http://www.wikidata.org/entity/Q7850455
Q7878065,Uijeongbu Sports Complex,Uijeongbu Stadium,stadium,37.757921,127.029747,http://www.wikidata.org/entity/Q7878065
Q7885767,Gangneung Hockey Centre,Union Hockey Centre,sports venue,37.7749,128.901,http://www.wikidata.org/entity/Q7885767
Q12589851,Namsan High School,Namsan-go,high school,35.267901,129.085238,http://www.wikidata.org/entity/Q12589851
Q12589851,Namsan High School,Namsango,high school,35.267901,129.085238,http://www.wikidata.org/entity/Q12589851
Q12589975,Namwon,Namwon-eup,eup of South Korea,33.32421,126.66559,http://www.wikidata.org/entity/Q12589975
Q12589976,Namwon-eupseong Fortress,Namwonseong,cultural heritage,35.412944444,127.3845,http://www.wikidata.org/entity/Q12589976
Q12590048,Namji,Namji-eup,eup of South Korea,35.418,128.44383,http://www.wikidata.org/entity/Q12590048
Q12590077,Nampyeong,Nampyeong-eup,eup of South Korea,35.02535,126.86224,http://www.wikidata.org/entity/Q12590077
Q12590077,Nampyeong,Nampyong,eup of South Korea,35.02535,126.86224,http://www.wikidata.org/entity/Q12590077
Q12590183,Naeseo,Naeseo-eup,eup of South Korea,35.236,128.506,http://www.wikidata.org/entity/Q12590183
Q12590183,Naeseo,Naeso,eup of South Korea,35.236,128.506,http://www.wikidata.org/entity/Q12590183
Q12590323,Nodong cave,Danyang Nodong Cave,natural monument,36.952614,128.381997,http://www.wikidata.org/entity/Q12590323
Q12590323,Nodong cave,"Nodongdonggul Cave, Danyang",natural monument,36.952614,128.381997,http://www.wikidata.org/entity/Q12590323
Q12590385,Nonsan Noseongsanseong,Nonsan Noseong Fortress,fortress,36.295555555,127.123611111,http://www.wikidata.org/entity/Q12590385
Q12590511,Nongong,Nongong-eup,eup of South Korea,35.75156,128.43479,http://www.wikidata.org/entity/Q12590511
Q7451601,Seongnam Stadium,Seongnam Sports Complex,stadium,37.433128,127.13752,http://www.wikidata.org/entity/Q7451601
Q7451617,Seonsan,Seonsan-eup,eup of South Korea,36.24699,128.29534,http://www.wikidata.org/entity/Q7451617
Q7451617,Seonsan,Sonsan,eup of South Korea,36.24699,128.29534,http://www.wikidata.org/entity/Q7451617
Q7451629,Seosan City Stadium,Seosan Stadium,stadium,36.79766944,126.43441944,http://www.wikidata.org/entity/Q7451629
Q7451660,Some Sevit,Sebit Island,artificial island,37.512266,126.995274,http://www.wikidata.org/entity/Q7451660
Q7451660,Some Sevit,Sebitseom,artificial island,37.512266,126.995274,http://www.wikidata.org/entity/Q7451660
Q7451660,Some Sevit,Seoul Floating Island,artificial island,37.512266,126.995274,http://www.wikidata.org/entity/Q7451660
Q7451664,International Finance Centre Seoul,IFC Seoul,building complex,37.525265,126.925892,http://www.wikidata.org/entity/Q7451664
Q7451665,Seoul International School,SIS,foreigners' school,37.465833333,127.128888888,http://www.wikidata.org/entity/Q7451665
Q7451676,Seoul Museum of Art,Seosomun Main Branch,art museum,37.56412222,126.97380833,http://www.wikidata.org/entity/Q7451676
Q7451680,Seoul National University Museum of Art,SNU MoA,art museum,37.46631,126.94979,http://www.wikidata.org/entity/Q7451680
Q7451687,Seoul Science High School,Seoul Science High School for Gifted Students,high school,37.5915,126.999,http://www.wikidata.org/entity/Q7451687
Q7477555,Jeonju Wansan Police Station,Wansan Police Station,police station,35.815435,127.146557,http://www.wikidata.org/entity/Q7477555
Q7477562,Jeonju Deokjin Police Station,Deokjin Police Station,police station,35.843154,127.093138,http://www.wikidata.org/entity/Q7477562
Q7479782,Jeju Dongbu Police Station,Dongbu Police Station,police station,33.503065,126.536,http://www.wikidata.org/entity/Q7479782
Q7479782,Jeju Dongbu Police Station,Eastern Jeju Police Station,police station,33.503065,126.536,http://www.wikidata.org/entity/Q7479782
Q7479786,Jeju Seobu Police Station,Seobu Police Station,police station,33.474047,126.405692,http://www.wikidata.org/entity/Q7479786
Q7479786,Jeju Seobu Police Station,Western Jeju Police Station,police station,33.474047,126.405692,http://www.wikidata.org/entity/Q7479786
Q7482850,Incheon Jungbu Police Station,Jungbu Police Station,police station,37.472851,126.61825,http://www.wikidata.org/entity/Q7482850
Q3073428,Korean Sign Language,KSL,sign language,37.0,128.0,http://www.wikidata.org/entity/Q3073428
Q3181302,Sungkyul University,SKU,private university,37.379972,126.926778,http://www.wikidata.org/entity/Q3181302
Q3236179,Muyejebo,Martial arts report,written work,37.521111111,126.980833333,http://www.wikidata.org/entity/Q3236179
Q3726956,Korea Polytechnic Semi Convergence,Korea Women's Polytechnic,academic institution,37.008238888,127.176383333,http://www.wikidata.org/entity/Q3726956
Q3954913,Hwasung Medi Science University,HSMU,private university,37.20263889,126.83944444,http://www.wikidata.org/entity/Q3954913
Q3954913,Hwasung Medi Science University,Shingyeong University,private university,37.20263889,126.83944444,http://www.wikidata.org/entity/Q3954913
Q6431677,Taereung National Training Center of KSOC,Korea National Taining Center,sports venue,37.635801,127.103896,http://www.wikidata.org/entity/Q6431677
Q12591309,Daegu Bukbu Fire Station,Northern Daegu Fire Station,fire station,35.877994444,128.592322222,http://www.wikidata.org/entity/Q12591309
Q12591315,Daegu Seobu Police Station,Seobu Police Station,police station,35.871534,128.558202,http://www.wikidata.org/entity/Q12591315
Q12591315,Daegu Seobu Police Station,Western Daegu Police Station,police station,35.871534,128.558202,http://www.wikidata.org/entity/Q12591315
Q12591327,Daegu Suseong Police Station,Suseong Police Station,police station,35.858322,128.631638,http://www.wikidata.org/entity/Q12591327
Q12591370,Daegu Jungbu Police Station,Jungbu Police Station,police station,35.871857,128.590413,http://www.wikidata.org/entity/Q12591370
Q12591370,Daegu Jungbu Police Station,Central Daegu Police Station,police station,35.871857,128.590413,http://www.wikidata.org/entity/Q12591370
Q12591397,Daegu TechnoPark,TP,cultural institution,35.873514,128.62493,http://www.wikidata.org/entity/Q12591397
Q12599976,Sannae-myeon,"Sannae-myeon, Jeongeup",myeon,35.55127,127.04817,http://www.wikidata.org/entity/Q12599976
Q485662,Gwangju Airport,KWJ,domestic airport,35.126388888,126.808888888,http://www.wikidata.org/entity/Q485662
Q485662,Gwangju Airport,Kwangju Ab,domestic airport,35.126388888,126.808888888,http://www.wikidata.org/entity/Q485662
Q485688,Seongmu Airport,RKTE,airport,36.568055555,127.5,http://www.wikidata.org/entity/Q485688
Q485757,Munmudaewang-myeon,Yangbuk-myeon,myeon,35.7906,129.44135,http://www.wikidata.org/entity/Q485757
Q6000822,Ilmin Museum of Art,Ilmin Museum of Art {{Infobox Korean name|child=yes |hangul = 일민미술관 |hanja = {{linktext|一|民|美術館}} |rr = Ilmin Misulgwan |mr = Ilmin Misulgwan }},art museum,37.5699,126.9775,http://www.wikidata.org/entity/Q6000822
Q6050760,International Graduate School of English,IGSE,private university,37.52422,127.1296,http://www.wikidata.org/entity/Q6050760
Q6054165,International University of Korea,IUK,private university,35.173142,128.202639,http://www.wikidata.org/entity/Q6054165
Q6054165,International University of Korea,Jinju International University,private university,35.173142,128.202639,http://www.wikidata.org/entity/Q6054165
Q6064606,2002 FIFA World Cup Match 59,Spain v South Korea,quarter-final,35.1338938,126.8748637,http://www.wikidata.org/entity/Q6064606
Q6064606,2002 FIFA World Cup Match 59,Spain 0-0 South Korea,quarter-final,35.1338938,126.8748637,http://www.wikidata.org/entity/Q6064606
Q6154110,Jangseogak,Jangseogak archive,archives,37.39267,127.05432,http://www.wikidata.org/entity/Q6154110
Q6176549,Jeju Civilian-Military Complex Port,Jeju Naval Base,naval base,33.228,126.484,http://www.wikidata.org/entity/Q6176549
Q6176564,Jeju Sports Complex,Jeju Stadium,stadium,33.497169,126.51367,http://www.wikidata.org/entity/Q6176564
Q6180305,Jeongdongjin,Chongdongjin,city,37.6919,129.033,http://www.wikidata.org/entity/Q6180305
Q6202946,Jipyeong-ri,Chipyong-ni,village,37.475,127.637,http://www.wikidata.org/entity/Q6202946
Q6202946,Jipyeong-ri,Chipyongni,village,37.475,127.637,http://www.wikidata.org/entity/Q6202946
Q6202946,Jipyeong-ri,Jipyeongri,village,37.475,127.637,http://www.wikidata.org/entity/Q6202946
Q6431706,Korea Research Institute of Standards and Science,Korea Standards Research Institute,research institute,36.387789,127.372303,http://www.wikidata.org/entity/Q6431706
Q6431706,Korea Research Institute of Standards and Science,KRISS,research institute,36.387789,127.372303,http://www.wikidata.org/entity/Q6431706
Q6431709,Korea Science Academy of KAIST,KSA,high school in South Korea,35.1658,129.025,http://www.wikidata.org/entity/Q6431709
Q6431709,Korea Science Academy of KAIST,KSA of KAIST,high school in South Korea,35.1658,129.025,http://www.wikidata.org/entity/Q6431709
Q6431717,Korea Testing & Research Institute,KTR,institute,37.51013,127.055304,http://www.wikidata.org/entity/Q6431717
Q6363711,Incheon Samsan Police Station,Samsan Police Station,police station,37.511133,126.73242,http://www.wikidata.org/entity/Q6363711
Q6431586,Korea Aerospace University,Hankuk Aviation University,university,37.59936111,126.86511111,http://www.wikidata.org/entity/Q6431586
Q6431604,Korea Carbon Capture & Sequestration R&D Center,KCRC,research institute,36.383623,127.358856,http://www.wikidata.org/entity/Q6431604
Q6431604,Korea Carbon Capture & Sequestration R&D Center,Korea CCS R&D Center,research institute,36.383623,127.358856,http://www.wikidata.org/entity/Q6431604
Q6431653,Korea Institute of Science & Technology Information,KISTI,research institute,36.369595,127.364025,http://www.wikidata.org/entity/Q6431653
Q6431653,Korea Institute of Science & Technology Information,Korea Institute of Science and Technology Information,research institute,36.369595,127.364025,http://www.wikidata.org/entity/Q6431653
Q6431669,Korea Museum of Modern Costume,KMMC,fashion museum,37.575508333,127.005530555,http://www.wikidata.org/entity/Q6431669
Q6431670,Korea National Arboretum,Gwangneung Forest,arboretum,37.754188,127.165276,http://www.wikidata.org/entity/Q6431670
Q6431677,Taereung National Training Center of KSOC,Taereung,sports venue,37.635801,127.103896,http://www.wikidata.org/entity/Q6431677
Q12582491,Gachon University Gil Hospital,Gil Hospital,teaching hospital,37.451831,126.709192,http://www.wikidata.org/entity/Q12582491
